*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                      Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                      0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD  PST1A  PST2A   KSTD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D   CDAD   LDAD   SDAD   SNW0C   SNW1C  DTTD
 2017 219   270    81   18.0      4   1.13   1999   2329      0    944   4328   5470      0    0.0  0.000   1142      0  0.000  0.000  0.068  0.000  0.000  0.000  0.000   1.73   0.00   0.21      0   1142     56.6   1.11   0.00   1.07    3.39    3.62    2.40    1.92    1.20    1.12    0.42    0.00      0      0      0       0     164 12.35
 2017 220   271    82   18.0      4   1.11   1960   2363      0    944   4323   5550      0    0.0  0.000   1227      0  0.000  0.000  0.060  0.000  0.000  0.000  0.000   1.75   0.00   0.22      0   1227     56.5   1.11   0.00   1.08    3.39    3.62    2.40    1.92    1.20    1.11    0.43    0.00      0      0      0       0     169 10.45
 2017 221   272    83   18.0      4   1.09   1920   2394      0    945   4314   5629      0    0.0  0.000   1314      0  0.000  0.000  0.051  0.000  0.000  0.000  0.000   1.76   0.00   0.23      0   1314     56.5   1.11   0.00   1.09    3.39    3.61    2.40    1.92    1.20    1.11    0.44    0.00      0      0      0       0     174  9.35
 2017 222   273    84   18.0      4   1.07   1879   2422      0    945   4300   5705      0    0.0  0.000   1404      0  0.000  0.000  0.041  0.000  0.000  0.000  0.000   1.78   0.00   0.25      0   1404     56.9   1.11   0.00   1.09    3.39    3.61    2.40    1.92    1.20    1.11    0.44    0.00      0      0      0       0     179 10.45
 2017 223   274    85   18.0      4   1.06   1836   2446      0    945   4282   5779      0    0.0  0.000   1497      0  0.000  0.000  0.030  0.000  0.000  0.000  0.000   1.80   0.00   0.26      0   1497     57.6   1.11   0.00   1.10    3.39    3.61    2.40    1.92    1.20    1.11    0.45    0.00      0      0      0       0     183 11.60
 2017 224   275    86   18.0      4   1.05   1792   2466      0    946   4258   5852      0    0.0  0.000   1594      0  0.000  0.000  0.017  0.000  0.000  0.000  0.000   1.82   0.00   0.27      0   1594     58.6   1.11   0.00   1.11    3.39    3.61    2.40    1.91    1.20    1.11    0.45    0.00      0      0      0       0     188 13.50
 2017 225   276    87   18.0      4   1.05   1746   2484      0    946   4230   5924      0    0.0  0.000   1694      0  0.000  0.000  0.006  0.000  0.000  0.000  0.000   1.84   0.00   0.29      0   1694     60.0   1.11   0.00   1.12    3.39    3.61    2.40    1.91    1.20    1.10    0.45    0.00      0      0      0       0     193  9.40
 2017 226   277    88   18.0      5   1.05   1746   2484    111    946   4230   6035   1308    8.5  0.018   1806      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.80   6.16   0.30      0   1806     60.0   1.11   0.00   1.12    3.39    3.61    2.40    1.91    1.20    1.10    0.45    0.00      0      0      0       0     197  9.55
 2017 227   278    89   18.0      5   1.05   1746   2484    222    945   4230   6147   1308   17.0  0.036   1917      7  0.000  0.000  0.001  0.000  0.000  0.000  0.000   1.77  11.60   0.31      0   1917     60.0   1.11   0.00   1.13    3.39    3.61    2.39    1.91    1.19    1.10    0.45    0.00      0      0      0       0     202 10.80
 2017 228   279    90   18.0      5   1.05   1746   2484    334    944   4230   6258   1308   25.5  0.053   2028      7  0.000  0.000  0.003  0.000  0.000  0.000  0.000   1.73  16.45   0.32      0   2028     59.9   1.11   0.00   1.14    3.39    3.60    2.39    1.91    1.19    1.10    0.45    0.00      0      0      0       0     207 13.95
 2017 229   280    91   18.0      5   1.04   1746   2484    445    942   4230   6369   1308   34.0  0.070   2139      7  0.000  0.000  0.005  0.000  0.000  0.000  0.000   1.70  20.79   0.34      0   2139     59.8   1.11   0.00   1.15    3.38    3.60    2.39    1.91    1.19    1.09    0.45    0.00      0      0      0       0     212 14.15
 2017 230   281    92   18.0      5   1.04   1746   2484    556    941   4230   6480   1308   42.5  0.086   2250      7  0.000  0.000  0.006  0.000  0.000  0.000  0.000   1.66  24.71   0.35      0   2250     59.6   1.11   0.00   1.16    3.38    3.59    2.39    1.90    1.19    1.09    0.45    0.00      0      0      0       0     216 17.05
 2017 231   282    93   18.0      5   1.04   1746   2484    667    939   4230   6591   1308   51.0  0.101   2362      7  0.000  0.000  0.009  0.000  0.000  0.000  0.000   1.63  28.25   0.36      0   2362     59.4   1.11   0.00   1.17    3.38    3.59    2.38    1.90    1.18    1.09    0.45    0.00      0      0      0       0     221 13.95
 2017 232   283    94   18.0      5   1.03   1746   2484    778    937   4230   6703   1308   59.5  0.116   2473      7  0.000  0.000  0.014  0.120  0.000  0.000  0.000   1.59  31.48   0.37      0   2473     59.1   1.11   0.00   1.18    3.37    3.58    2.38    1.89    1.18    1.08    0.45    0.00      0      0      0       0     226 12.25
 2017 233   284    95   18.0      5   1.02   1746   2484    890    934   4230   6814   1308   68.0  0.131   2584      7  0.000  0.000  0.019  0.074  0.000  0.000  0.000   1.55  34.43   0.38      0   2584     58.7   1.11   0.00   1.19    3.36    3.57    2.37    1.89    1.18    1.08    0.44    0.00      0      0      0       0     230 13.10
 2017 234   285    96   18.0      5   1.02   1746   2484   1001    931   4230   6925   1308   76.5  0.145   2695      7  0.000  0.000  0.022  0.234  0.000  0.000  0.000   1.51  37.13   0.39      0   2695     58.2   1.11   0.00   1.20    3.35    3.56    2.36    1.88    1.17    1.07    0.44    0.00      0      0      0       0     235 15.75
 2017 235   286    97   18.0      5   1.01   1746   2484   1112    927   4230   7036   1308   85.0  0.158   2806      7  0.000  0.000  0.026  0.243  0.000  0.000  0.000   1.48  39.62   0.40      0   2806     57.7   1.11   0.00   1.21    3.33    3.54    2.35    1.87    1.17    1.07    0.44    0.00      0      0      0       0     240 15.35
 2017 236   287    98   18.0      5   0.99   1746   2484   1223    924   4230   7147   1308   93.5  0.171   2917      7  0.000  0.000  0.033  0.198  0.000  0.000  0.000   1.44  41.92   0.41      0   2917     56.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     244 10.45
 2017 237   288    99   18.0      5   0.98   1746   2483   1334    919   4230   7258   1308  102.0  0.184   3029      7  0.000  0.000  0.041  0.154  0.000  0.000  0.000   1.40  44.06   0.42      0   3029     56.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     249  9.75
 2017 238   289   100   18.0      5   0.96   1746   2481   1444    914   4227   7366   1308  110.4  0.196   3139      7  0.000  0.000  0.050  0.111  0.000  0.000  0.000   1.37  46.02   0.43      0   3139     55.0   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     254  7.90
 2017 239   290   101   18.0      5   0.94   1746   2474   1556    910   4220   7470   1308  118.9  0.208   3250      7  0.000  0.000  0.057  0.072  0.000  0.000  0.000   1.34  47.86   0.44      0   3250     53.8   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     258  9.20
 2017 240   291   102   18.0      5   0.92   1746   2465   1667    905   4211   7573   1308  127.4  0.220   3361      7  0.000  0.000  0.064  0.051  0.000  0.000  0.000   1.31  49.59   0.44      0   3361     52.5   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     263 10.75
 2017 241   292   103   18.0      5   0.89   1746   2453   1778    901   4199   7671   1308  135.9  0.232   3472      7  0.000  0.000  0.071  0.166  0.000  0.000  0.000   1.28  51.20   0.45      0   3472     51.2   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     267 11.50
 2017 242   293   104   18.0      5   0.87   1746   2437   1889    896   4183   7767   1308  144.4  0.243   3584      7  0.000  0.000  0.077  0.240  0.000  0.000  0.000   1.25  52.72   0.46      0   3584     49.7   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     272 11.05
 2017 243   294   105   18.0      5   0.84   1746   2418   2000    892   4165   7859   1308  152.9  0.255   3695      7  0.000  0.000  0.083  0.194  0.000  0.000  0.000   1.22  54.14   0.47      0   3695     48.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     276 10.70
 2017 244   295   106   18.0      5   0.81   1746   2396   2112    887   4142   7948   1308  161.4  0.266   3806      7  0.000  0.000  0.089  0.165  0.000  0.000  0.000   1.19  55.48   0.48      0   3806     46.5   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     281 12.55
 2017 245   296   107   18.0      5   0.78   1746   2373   2221    883   4119   8034   1308  169.8  0.276   3915      7  0.000  0.000  0.097  0.121  0.000  0.000  0.000   1.16  56.72   0.49      0   3915     44.8   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     285  7.80
 2017 246   297   108   18.0      5   0.75   1746   2365   2310    878   4111   8115   1308  176.6  0.285   4004      7  0.000  0.000  0.105  0.078  0.000  0.000  0.000   1.14  57.68   0.49      0   4004     43.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     290  5.98
 2017 247   298   109   18.0      5   0.72   1746   2333   2421    874   4079   8194   1308  185.1  0.295   4115      7  0.000  0.000  0.108  0.051  0.000  0.000  0.000   1.12  58.83   0.50      0   4115     41.3   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     294  9.10
 2017 248   299   110   18.0      5   0.69   1746   2297   2532    870   4043   8269   1308  193.6  0.306   4226      7  0.000  0.000  0.114  0.025  0.000  0.000  0.000   1.10  59.91   0.51      0   4226     39.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     298 14.10
 2017 249   300   111   18.0      5   0.66   1746   2257   2643    865   4003   8340   1308  202.1  0.317   4338      7  0.000  0.000  0.119  0.000  0.000  0.000  0.000   1.08  60.94   0.52      0   4338     37.8   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     303  9.85
 2017 250   301   112   18.0      5   0.63   1746   2243   2724    861   3989   8408   1308  208.2  0.324   4419      7  0.000  0.000  0.125  0.000  0.000  0.000  0.000   1.06  61.65   0.53      0   4419     36.0   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     307  5.27
 2017 251   302   113   18.0      5   0.60   1746   2228   2804    857   3974   8472   1308  214.4  0.331   4498      7  0.000  0.000  0.127  0.000  0.000  0.000  0.000   1.05  62.33   0.53      0   4498     34.3   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     311  5.05
 2017 252   303   114   18.0      5   0.57   1746   2184   2909    852   3931   8534   1308  222.4  0.341   4603      7  0.000  0.000  0.132  0.000  0.000  0.000  0.000   1.03  63.19   0.54      0   4603     32.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     316  7.40
 2017 253   304   115   18.0      5   0.54   1746   2131   3020    848   3877   8592   1308  230.9  0.352   4715      7  0.000  0.000  0.139  0.000  0.000  0.000  0.000   1.01  64.06   0.55      0   4715     30.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     320  8.75
 2017 254   305   116   18.0      5   0.51   1746   2088   3118    844   3834   8646   1308  238.3  0.361   4812      7  0.000  0.000  0.145  0.000  0.000  0.000  0.000   1.00  64.79   0.56      0   4812     29.2   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     324  6.78
 2017 255   306   117   18.0      5   0.48   1746   2042   3216    840   3788   8698   1308  245.8  0.370   4910      7  0.000  0.000  0.148  0.000  0.000  0.000  0.000   0.98  65.49   0.56      0   4910     27.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     328  6.75
 2017 256   307   118   18.0      5   0.45   1746   1979   3327    835   3725   8746   1308  254.3  0.380   5021      7  0.000  0.000  0.151  0.000  0.000  0.000  0.000   0.97  66.25   0.57      0   5021     26.0   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     332  8.00
 2017 257   308   119   18.0      5   0.43   1746   1913   3438    831   3659   8792   1308  262.8  0.391   5132      7  0.000  0.000  0.156  0.000  0.000  0.000  0.000   0.96  66.99   0.58      0   5132     24.5   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     337  9.15
 2017 258   309   120   18.0      5   0.40   1746   1845   3549    827   3591   8834   1308  271.3  0.402   5243      7  0.000  0.000  0.158  0.000  0.000  0.000  0.000   0.94  67.69   0.59      0   5243     23.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     341 10.20
 2017 259   310   121   18.0      5   0.38   1746   1774   3660    823   3520   8875   1308  279.8  0.412   5355      7  0.000  0.000  0.160  0.000  0.000  0.000  0.000   0.93  68.36   0.60      0   5355     21.7   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     345 11.50
 2017 260   311   122   18.0      5   0.36   1746   1709   3771    819   3455   8921   1308  288.3  0.423   5466      7  0.000  0.000  0.162  0.000  0.000  0.000  0.000   0.91  69.00   0.61      0   5466     20.4   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     349 14.10
 2017 261   312   123   18.0      5   0.33   1746   1641   3883    815   3387   8964   1308  296.8  0.433   5577      7  0.000  0.000  0.163  0.000  0.000  0.000  0.000   0.90  69.62   0.62      0   5577     19.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     353 15.60
 2017 262   313   124   18.0      5   0.31   1746   1604   3916    811   3350   8960   1308  299.3  0.437   5610      7  0.000  0.000  0.168  0.000  0.000  0.000  0.000   0.90  69.80   0.63      0   5610     17.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     357 10.45
 2017 263   314   125   18.0      5   0.29   1746   1604   3947    807   3350   8991   1308  301.7  0.439   5641      7  0.000  0.000  0.157  0.000  0.000  0.000  0.000   0.89  69.96   0.63      0   5641     16.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     361 13.25
 2017 264   315   126   18.0      5   0.28   1746   1604   3976    803   3350   9020   1308  304.0  0.441   5671      7  0.000  0.000  0.148  0.000  0.000  0.000  0.000   0.89  70.12   0.63      0   5671     15.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     365 13.60
 2017 265   316   127   18.0      5   0.26   1746   1604   4004    799   3350   9048   1308  306.1  0.443   5698      7  0.000  0.000  0.143  0.000  0.000  0.000  0.000   0.88  70.27   0.63      0   5698     15.1   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     369 18.70
 2017 266   317   128   18.0      5   0.25   1746   1604   4030    795   3350   9075   1308  308.1  0.444   5725      7  0.000  0.000  0.138  0.000  0.000  0.000  0.000   0.87  70.40   0.63      0   5725     14.3   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     373 18.20
 2017 267   318   129   18.0      5   0.24   1746   1604   4055    791   3350   9099   1308  310.0  0.446   5750      7  0.000  0.000  0.133  0.000  0.000  0.000  0.000   0.87  70.53   0.63      0   5750     13.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     377 18.25
 2017 268   319   130   18.0      5   0.23   1746   1604   4079    787   3350   9123   1308  311.8  0.447   5774      7  0.000  0.000  0.127  0.000  0.000  0.000  0.000   0.86  70.65   0.63      0   5774     12.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     381 17.75
 2017 269   320   131   18.0      5   0.22   1746   1604   4102    783   3350   9146   1308  313.6  0.448   5796      7  0.000  0.000  0.121  0.000  0.000  0.000  0.000   0.86  70.77   0.63      0   5796     12.4   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     385 16.45
 2017 270   321   132   18.0      5   0.21   1746   1604   4124    779   3350   9168   1308  315.2  0.450   5818      7  0.000  0.000  0.114  0.000  0.000  0.000  0.000   0.85  70.88   0.63      0   5818     11.8   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     389 17.10
 2017 271   322   133   18.0      5   0.20   1746   1604   4144    775   3350   9189   1308  316.8  0.451   5839      7  0.000  0.000  0.109  0.000  0.000  0.000  0.000   0.85  70.98   0.64      0   5839     11.3   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     393 14.75
 2017 272   323   134   18.0      5   0.19   1746   1604   4164    771   3350   9208   1308  318.3  0.452   5858      7  0.000  0.000  0.109  0.000  0.000  0.000  0.000   0.85  71.08   0.64      0   5858     10.9   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     397  5.93
 2017 273   324   135   18.0      5   0.18   1746   1604   4183    767   3350   9227   1308  319.8  0.453   5877      7  0.000  0.000  0.106  0.000  0.000  0.000  0.000   0.84  71.17   0.64      0   5877     10.4   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     401  8.65
 2017 274   325   136   18.0      5   0.18   1746   1604   4201    763   3350   9245   1308  321.1  0.454   5895      7  0.000  0.000  0.107  0.000  0.000  0.000  0.000   0.84  71.26   0.64      0   5895     10.0   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     405  5.47
 2017 275   326   137   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.107  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  5.78
 2017 276   327   138   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  9.30
 2017 277   328   139   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408 14.55
 2017 278   329   140   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408 13.00
 2017 279   330   141   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  9.35
 2017 280   331   142   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  0.00
 2017 281   332   143   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  9.95
 2017 282   333   144   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  8.35
 2017 283   334   145   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  9.95
 2017 284   335   146   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408 11.55
 2017 285   336   147   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  6.40
 2017 286   337   148   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  5.55
 2017 287   338   149   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  4.85
 2017 288   339   150   18.0      5   0.17   1746   1604   4218    760   3350   9262   1308  322.4  0.455   5912      7  0.000  0.000  0.105  0.000  0.000  0.000  0.000   0.83  71.34   0.64      0   5912      9.6   1.11   0.00   1.22    3.32    3.53    2.34    1.86    1.16    1.06    0.44    0.00      0      0      0       0     408  8.15
