DAY HR   LAT     LON     DEP       CON
184 10 36.55 -85.45 0.89E-05 5.6E-8    
184 10 36.60 -85.45 0.42E-05 3.8E-9    
184 10 36.65 -85.45 0.13E-05 6.0E-9    
184 10 36.70 -85.45 0.98E-06 1.7E-9    
184 10 36.75 -85.45 0.20E-05 4.0E-10    
184 10 36.80 -85.45 0.72E-07 2.4E-11    
184 10 36.85 -85.45 0.12E-05 3.4E-11    
184 10 36.90 -85.45 0.49E-06 6.7E-9    
184 10 36.95 -85.45 0.30E-09 1.6E-12    
184 10 37.00 -85.45 0.37E-08 2.4E-14    
184 10 37.05 -85.45 0.15E-09 3.2E-13    
184 10 37.10 -85.45 0.12E-13 0.0    
184 10 35.80 -85.40 0.51E-04 0.0    
184 10 35.85 -85.40 0.46E-04 0.0    
184 10 35.90 -85.40 0.68E-04 0.0    
184 10 35.95 -85.40 0.58E-02 2.3E-5    
184 10 36.00 -85.40 0.13E-02 2.0E-5    
184 10 36.05 -85.40 0.39E-02 3.9E-5    
184 10 36.10 -85.40 0.72E-05 0.0    
184 10 36.15 -85.40 0.39E-03 3.1E-7    
184 10 36.20 -85.40 0.20E-02 8.9E-6    
184 10 36.25 -85.40 0.13E-02 2.6E-6    
184 10 36.30 -85.40 0.49E-03 6.0E-7    
184 10 36.35 -85.40 0.40E-03 2.2E-6    
184 10 36.40 -85.40 0.17E-03 8.9E-7    
184 10 36.45 -85.40 0.75E-04 9.3E-9    
184 10 36.50 -85.40 0.60E-05 8.2E-9    
184 10 36.55 -85.40 0.52E-03 6.7E-8    
184 10 36.60 -85.40 0.22E-05 2.8E-9    
184 10 36.65 -85.40 0.22E-05 2.1E-10    
184 10 36.70 -85.40 0.36E-05 2.6E-9    
184 10 36.75 -85.40 0.13E-04 1.6E-10    
184 10 36.80 -85.40 0.18E-04 2.0E-10    
184 10 36.85 -85.40 0.44E-07 1.1E-10    
184 10 36.90 -85.40 0.58E-06 5.5E-9    
184 10 36.95 -85.40 0.89E-07 1.3E-11    
184 10 37.00 -85.40 0.24E-08 9.0E-13    
184 10 37.05 -85.40 0.97E-10 0.0    
184 10 37.10 -85.40 0.33E-08 5.5E-12    
184 10 37.15 -85.40 0.24E-13 0.0    
184 10 37.20 -85.40 0.11E-11 0.0    
184 10 35.80 -85.35 0.12E-03 0.0    
184 10 35.85 -85.35 0.77E-06 0.0    
184 10 35.90 -85.35 0.40E-02 6.7E-5    
184 10 35.95 -85.35 0.71E-04 1.0E-7    
184 10 36.00 -85.35 0.86E-04 3.6E-8    
184 10 36.05 -85.35 0.15E-02 7.4E-6    
184 10 36.10 -85.35 0.12E-02 4.0E-6    
184 10 36.15 -85.35 0.12E-02 4.1E-6    
184 10 36.20 -85.35 0.11E-02 0.0    
184 10 36.25 -85.35 0.14E-02 3.8E-6    
184 10 36.30 -85.35 0.13E-02 3.3E-7    
184 10 36.35 -85.35 0.22E-02 1.7E-7    
184 10 36.40 -85.35 0.34E-04 3.6E-8    
184 10 36.45 -85.35 0.75E-04 5.1E-7    
184 10 36.50 -85.35 0.54E-05 1.2E-8    
184 10 36.55 -85.35 0.22E-05 7.1E-9    
184 10 36.60 -85.35 0.92E-04 5.6E-8    
184 10 36.65 -85.35 0.23E-05 1.6E-8    
184 10 36.70 -85.35 0.15E-05 2.7E-9    
184 10 36.75 -85.35 0.30E-05 4.8E-9    
184 10 36.80 -85.35 0.72E-07 7.3E-11    
184 10 36.85 -85.35 0.16E-06 9.8E-10    
184 10 36.90 -85.35 0.15E-07 6.1E-11    
184 10 36.95 -85.35 0.43E-06 5.2E-9    
184 10 37.00 -85.35 0.15E-06 8.2E-14    
184 10 37.05 -85.35 0.53E-08 2.2E-12    
184 10 37.10 -85.35 0.53E-08 6.5E-11    
184 10 37.15 -85.35 0.45E-08 0.0    
184 10 37.20 -85.35 0.35E-12 0.0    
184 10 37.25 -85.35 0.74E-11 7.5E-14    
184 10 35.80 -85.30 0.65E-04 0.0    
184 10 35.85 -85.30 0.46E-04 2.8E-7    
184 10 35.90 -85.30 0.16E-02 0.0    
184 10 35.95 -85.30 0.23E-02 1.1E-5    
184 10 36.00 -85.30 0.18E-02 8.3E-8    
184 10 36.05 -85.30 0.21E-02 0.0    
184 10 36.10 -85.30 0.79E-03 0.0    
184 10 36.15 -85.30 0.58E-03 0.0    
184 10 36.20 -85.30 0.19E-02 2.5E-6    
184 10 36.25 -85.30 0.16E-02 3.8E-6    
184 10 36.30 -85.30 0.28E-02 8.0E-6    
184 10 36.35 -85.30 0.20E-02 1.2E-5    
184 10 36.40 -85.30 0.19E-03 8.8E-7    
184 10 36.45 -85.30 0.15E-03 9.3E-7    
184 10 36.50 -85.30 0.30E-04 8.3E-8    
184 10 36.55 -85.30 0.51E-04 2.7E-7    
184 10 36.60 -85.30 0.16E-03 6.2E-8    
184 10 36.65 -85.30 0.42E-04 7.0E-9    
184 10 36.70 -85.30 0.11E-05 5.8E-9    
184 10 36.75 -85.30 0.35E-06 1.1E-9    
184 10 36.80 -85.30 0.13E-05 4.9E-10    
184 10 36.85 -85.30 0.67E-07 5.6E-10    
184 10 36.90 -85.30 0.19E-06 4.2E-11    
184 10 36.95 -85.30 0.66E-08 8.6E-11    
184 10 37.00 -85.30 0.48E-06 1.2E-10    
184 10 37.05 -85.30 0.84E-07 6.2E-10    
184 10 37.10 -85.30 0.32E-07 2.0E-10    
184 10 37.15 -85.30 0.64E-09 0.0    
184 10 37.20 -85.30 0.85E-12 0.0    
184 10 37.25 -85.30 0.27E-11 0.0    
184 10 37.30 -85.30 0.17E-12 0.0    
